Id,Group,Name,Num Rows,Num Cols,Num Nonzero,Sparsity,DType,Is 2D/3D,Is SPD,Pattern Symmetry,Numerical Symmetry,Kind,File Path
1479,Pajek,GD01_b,18,18,37,0.11419753086419752,binary,False,False,0.5142857142857142,0.5142857142857142,directed graph,GD01_b.mat
1480,Pajek,GD01_c,33,33,135,0.12396694214876033,real,False,False,0.0,0.0,directed multigraph,GD01_c.mat
1481,Pajek,GD02_a,23,23,87,0.16446124763705103,binary,False,False,0.6436781609195402,0.6436781609195402,directed graph,GD02_a.mat
1482,Pajek,GD02_b,80,80,232,0.03625,binary,False,False,0.0,0.0,directed graph,GD02_b.mat
1483,Pajek,GD06_Java,1538,1538,8032,0.0033955570286170376,binary,False,False,0.05353585657370518,0.05353585657370518,directed graph,GD06_Java.mat
1484,Pajek,GD06_theory,101,101,380,0.03725124987746299,binary,False,False,1.0,1.0,undirected graph,GD06_theory.mat
1485,Pajek,GD95_a,36,36,57,0.04398148148148148,binary,False,False,0.03508771929824561,0.03508771929824561,directed graph,GD95_a.mat
1486,Pajek,GD95_b,73,73,96,0.018014636892475136,binary,False,False,0.0,0.0,directed graph,GD95_b.mat
1487,Pajek,GD95_c,62,62,287,0.07466181061394381,binary,False,False,0.9965156794425087,0.9965156794425087,directed graph,GD95_c.mat
1488,Pajek,GD96_a,1096,1096,1677,0.0013960853002291012,real,False,False,0.0,0.0,directed multigraph,GD96_a.mat
1489,Pajek,GD96_b,111,111,193,0.01566431296161026,binary,False,False,0.0,0.0,directed graph,GD96_b.mat
1490,Pajek,GD96_c,65,65,250,0.0591715976331361,binary,False,False,1.0,1.0,undirected graph,GD96_c.mat
1491,Pajek,GD96_d,180,180,229,0.0070679012345679,binary,False,False,0.008733624454148471,0.008733624454148471,directed graph,GD96_d.mat
1492,Pajek,GD97_a,84,84,332,0.04705215419501134,binary,False,False,1.0,1.0,directed graph,GD97_a.mat
1493,Pajek,GD97_b,47,47,264,0.11951109099139882,real,False,False,1.0,1.0,undirected weighted graph,GD97_b.mat
1494,Pajek,GD97_c,452,452,460,0.0022515467146996633,real,False,False,0.0,0.0,directed multigraph,GD97_c.mat
1495,Pajek,GD98_a,38,38,50,0.03462603878116344,binary,False,False,0.16,0.16,directed graph,GD98_a.mat
1496,Pajek,GD98_b,121,121,207,0.014138378526056964,binary,False,False,0.7246376811594203,0.7246376811594203,directed graph,GD98_b.mat
1497,Pajek,GD98_c,112,112,336,0.026785714285714284,binary,False,False,1.0,1.0,undirected graph,GD98_c.mat
1498,Pajek,GD99_b,64,64,252,0.0615234375,real,False,False,1.0,1.0,undirected multigraph,GD99_b.mat
1499,Pajek,GD99_c,105,105,149,0.013514739229024944,binary,False,False,0.3892617449664429,0.3892617449664429,directed graph,GD99_c.mat
1500,Pajek,geom,7343,7343,23796,0.0004413233476352934,real,False,False,1.0,1.0,undirected weighted graph,geom.mat
1501,Pajek,GlossGT,72,72,122,0.02353395061728395,binary,False,False,0.06557377049180328,0.06557377049180328,directed graph,GlossGT.mat
1502,Pajek,HEP-th,27240,27240,342437,0.0004614944443366303,binary,False,False,0.002774548916757691,0.002774548916757691,directed graph,HEP-th.mat
1503,Pajek,HEP-th-new,27770,27770,352807,0.0004574940327908307,binary,False,False,0.002738343613933237,0.002738343613933237,directed graph,HEP-th-new.mat
1505,Pajek,internet,124651,124651,207214,1.3336060604301289e-05,real,False,False,0.01444913320583093,0.002245819852432203,directed weighted graph,internet.mat
1506,Pajek,Journals,124,124,12068,0.7848595213319459,real,False,True,1.0,1.0,undirected weighted graph,Journals.mat
1507,Pajek,Kohonen,4470,4470,12731,0.0006371584863544685,binary,False,False,0.001728336868567837,0.001728336868567837,directed graph,Kohonen.mat
1508,Pajek,Lederberg,8843,8843,41601,0.0005319912879824816,real,False,False,0.003029210241615579,0.003029210241615579,directed multigraph,Lederberg.mat
1511,Barabasi,NotreDame_yeast,2114,2114,4480,0.0010024622980195105,binary,False,False,1.0,1.0,undirected graph,NotreDame_yeast.mat
1512,Pajek,ODLIS,2909,2909,18246,0.002156156242034506,real,False,False,0.2043747601556932,0.1997697494654898,directed multigraph,ODLIS.mat
1515,Pajek,Ragusa16,24,24,81,0.140625,real,False,False,0.3661971830985916,0.1971830985915493,directed weighted graph,Ragusa16.mat
1516,Pajek,Ragusa18,23,23,64,0.12098298676748583,real,False,False,0.3278688524590164,0.1967213114754098,directed weighted graph,Ragusa18.mat
1517,Pajek,Reuters911,13332,13332,296076,0.0016657606354694874,real,False,False,1.0,1.0,undirected weighted graph sequence,Reuters911.mat
1518,Pajek,Roget,1022,1022,5075,0.004858858536846903,binary,False,False,0.5620811982656682,0.5620811982656682,directed graph,Roget.mat
1519,Pajek,Sandi_authors,86,86,248,0.0335316387236344,real,False,False,1.0,1.0,undirected weighted graph,Sandi_authors.mat
1520,Pajek,Sandi_sandi,314,360,613,0.005422859164897381,binary,False,False,0.0,0.0,bipartite graph,Sandi_sandi.mat
1521,Pajek,SciMet,3084,3084,10413,0.0010948311102363397,real,False,False,0.002497118709181713,0.002497118709181713,directed multigraph,SciMet.mat
1522,Pajek,SmaGri,1059,1059,4919,0.004386164366583116,real,False,False,0.0008133387555917039,0.0008133387555917039,directed multigraph,SmaGri.mat
1523,Pajek,SmallW,396,396,994,0.00633863891439649,real,False,False,0.0,0.0,directed multigraph,SmallW.mat
1524,Pajek,Stranke94,10,10,90,0.9,real,False,False,1.0,1.0,undirected weighted graph,Stranke94.mat
1525,Pajek,Tina_AskCal,11,11,29,0.23966942148760328,binary,False,False,0.2758620689655172,0.2758620689655172,directed graph,Tina_AskCal.mat
1526,Pajek,Tina_AskCog,11,11,36,0.2975206611570248,binary,False,False,0.5,0.5,directed graph,Tina_AskCog.mat
1527,Pajek,Tina_DisCal,11,11,41,0.33884297520661155,binary,False,False,0.4390243902439024,0.4390243902439024,directed graph,Tina_DisCal.mat
1528,Pajek,Tina_DisCog,11,11,48,0.396694214876033,binary,False,False,0.5,0.5,directed graph,Tina_DisCog.mat
1529,Pajek,USAir97,332,332,4252,0.03857599070982726,real,False,False,1.0,1.0,undirected weighted graph,USAir97.mat
1530,Pajek,USpowerGrid,4941,4941,13188,0.0005401933464547723,binary,False,False,1.0,1.0,undirected graph,USpowerGrid.mat
1531,Pajek,Wordnet3,82670,82670,132964,1.9455311844883554e-05,real,False,False,0.1765463136851033,0.1741230992912098,directed weighted graph,Wordnet3.mat
1532,Pajek,WorldCities,315,100,7518,0.23866666666666667,real,False,False,0.0,0.0,weighted bipartite graph,WorldCities.mat
1533,Pajek,yeast,2361,2361,13828,0.002480660873315333,binary,False,False,1.0,1.0,undirected graph,yeast.mat
1534,Pajek,Zewail,6752,6752,54233,0.0011895939907571708,real,False,False,0.001843929783153858,0.001843929783153858,directed multigraph,Zewail.mat
1535,Zitney,extr1b,2836,2836,10965,0.0013633149054768333,real,False,False,0.003859310586790632,0.0,chemical process simulation problem sequence,extr1b.mat
1536,Zitney,hydr1c,5308,5308,22592,0.0008018494783151393,real,False,False,0.004126315789473685,0.0006197432492253209,chemical process simulation problem sequence,hydr1c.mat
1537,Schenk_IBMNA,c-18,2169,2169,15145,0.0032192164157293316,real,False,False,1.0,1.0,optimization problem,c-18.mat
1538,Schenk_IBMNA,c-19,2327,2327,21817,0.004029046364227491,real,False,False,1.0,1.0,optimization problem,c-19.mat
1539,Schenk_IBMNA,c-20,2921,2921,20445,0.0023962051704821746,real,False,False,1.0,1.0,optimization problem,c-20.mat
1540,Schenk_IBMNA,c-21,3509,3509,32145,0.0026106382310000236,real,False,False,1.0,1.0,optimization problem,c-21.mat
1541,Schenk_IBMNA,c-22,3792,3792,28870,0.0020077522743862275,real,False,False,1.0,1.0,optimization problem,c-22.mat
1542,Schenk_IBMNA,c-23,3969,3969,31079,0.0019728989362698224,real,False,False,1.0,1.0,optimization problem,c-23.mat
1543,Schenk_IBMNA,c-24,4119,4119,35699,0.002104129508142708,real,False,False,1.0,1.0,optimization problem,c-24.mat
1544,Schenk_IBMNA,c-25,3797,3797,49635,0.003442760661928394,real,False,False,1.0,1.0,optimization problem,c-25.mat
1545,Schenk_IBMNA,c-26,4307,4307,34537,0.0018618078927134618,real,False,False,1.0,1.0,optimization problem,c-26.mat
1546,Schenk_IBMNA,c-27,4563,4563,30927,0.0014853775537536221,real,False,False,1.0,1.0,optimization problem,c-27.mat
1547,Schenk_IBMNA,c-28,4598,4598,30590,0.0014469100830760049,real,False,False,1.0,1.0,optimization problem,c-28.mat
1548,Schenk_IBMNA,c-29,5033,5033,43731,0.001726376627550438,real,False,False,1.0,1.0,optimization problem,c-29.mat
1549,Schenk_IBMNA,c-30,5321,5321,65693,0.002320238225205127,real,False,False,1.0,1.0,optimization problem,c-30.mat
1550,Schenk_IBMNA,c-31,5339,5339,78571,0.002756401254365869,real,False,False,1.0,1.0,optimization problem,c-31.mat
1551,Schenk_IBMNA,c-32,5975,5975,54471,0.0015257716076399223,real,False,False,1.0,1.0,optimization problem,c-32.mat
1552,Schenk_IBMNA,c-33,6317,6317,56123,0.0014064332461443123,real,False,False,1.0,1.0,optimization problem,c-33.mat
1553,Schenk_IBMNA,c-34,6611,6611,64333,0.001471971799497823,real,False,False,1.0,1.0,optimization problem,c-34.mat
1554,Schenk_IBMNA,c-35,6537,6537,62891,0.0014717414800943988,real,False,False,1.0,1.0,optimization problem,c-35.mat
1555,Schenk_IBMNA,c-36,7479,7479,65941,0.0011788769127609095,real,False,False,1.0,1.0,optimization problem,c-36.mat
1556,Schenk_IBMNA,c-37,8204,8204,74676,0.001109506226048061,real,False,False,1.0,1.0,optimization problem,c-37.mat
1557,Schenk_IBMNA,c-38,8127,8127,77689,0.001176248308260178,real,False,False,1.0,1.0,optimization problem,c-38.mat
1558,Schenk_IBMNA,c-39,9271,9271,116587,0.001356428683958888,real,False,False,1.0,1.0,optimization problem,c-39.mat
1559,Schenk_IBMNA,c-40,9941,9941,81501,0.000824712904011143,real,False,False,1.0,1.0,optimization problem,c-40.mat
1560,Schenk_IBMNA,c-41,9769,9769,101635,0.0010649839734765288,real,False,False,1.0,1.0,optimization problem,c-41.mat
1561,Schenk_IBMNA,c-42,10471,10471,110285,0.0010058659996415055,real,False,False,1.0,1.0,optimization problem,c-42.mat
1562,Schenk_IBMNA,c-43,11125,11125,123659,0.0009991384926145688,real,False,False,1.0,1.0,optimization problem,c-43.mat
1563,Schenk_IBMNA,c-44,10728,10728,85000,0.0007385525398978246,real,False,False,1.0,1.0,optimization problem,c-44.mat
1564,Schenk_IBMNA,c-45,13206,13206,174452,0.001000307135781883,real,False,False,1.0,1.0,optimization problem,c-45.mat
1565,Schenk_IBMNA,c-46,14913,14913,130397,0.0005863238550058073,real,False,False,1.0,1.0,optimization problem,c-46.mat
1566,Schenk_IBMNA,c-47,15343,15343,211401,0.000898020947484166,real,False,False,1.0,1.0,optimization problem,c-47.mat
1567,Schenk_IBMNA,c-48,18354,18354,166080,0.0004930101737137734,real,False,False,1.0,1.0,optimization problem,c-48.mat
1568,Schenk_IBMNA,c-49,21132,21132,157040,0.0003516649481124908,real,False,False,1.0,1.0,optimization problem,c-49.mat
1569,Schenk_IBMNA,c-50,22401,22401,180245,0.0003591934545879325,real,False,False,1.0,1.0,optimization problem,c-50.mat
1570,Schenk_IBMNA,c-51,23196,23196,203048,0.0003773744698714637,real,False,False,1.0,1.0,optimization problem,c-51.mat
1571,Schenk_IBMNA,c-52,23948,23948,202708,0.00035345358404040555,real,False,False,1.0,1.0,optimization problem,c-52.mat
1572,Schenk_IBMNA,c-53,30235,30235,355139,0.00038848872739309675,real,False,False,1.0,1.0,optimization problem,c-53.mat
1573,Schenk_IBMNA,c-54,31793,31793,385987,0.00038186482685568173,real,False,False,1.0,1.0,optimization problem,c-54.mat
1574,Schenk_IBMNA,c-56,35910,35910,380240,0.00029486755658911197,real,False,False,1.0,1.0,optimization problem,c-56.mat
1575,Schenk_IBMNA,c-57,37833,37833,403373,0.0002818157520537096,real,False,False,1.0,1.0,optimization problem,c-57.mat
1576,Schenk_IBMNA,c-60,43640,43640,298570,0.00015677495482159255,real,False,False,1.0,1.0,optimization problem,c-60.mat
1577,Schenk_IBMNA,c-61,43618,43618,310016,0.0001629493423936285,real,False,False,1.0,1.0,optimization problem,c-61.mat
1578,Schenk_IBMNA,c-65,48066,48066,360428,0.0001560064511983965,real,False,False,1.0,1.0,optimization problem,c-65.mat
1587,Schenk_IBMNA,c-64b,51035,51035,707601,0.00027167657893479186,real,False,False,1.0,1.0,subsequent optimization problem,c-64b.mat
1588,Schenk_IBMNA,c-66b,49989,49989,444851,0.000178018719620527,real,False,False,1.0,1.0,subsequent optimization problem,c-66b.mat
1589,Schenk_IBMNA,c-67b,57975,57975,530583,0.00015785989745546522,real,False,False,1.0,1.0,subsequent optimization problem,c-67b.mat
1591,QCD,conf5_0-4x4-10,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_0-4x4-10.mat
1592,QCD,conf5_0-4x4-14,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_0-4x4-14.mat
1593,QCD,conf5_0-4x4-18,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_0-4x4-18.mat
1594,QCD,conf5_0-4x4-22,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_0-4x4-22.mat
1595,QCD,conf5_0-4x4-26,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_0-4x4-26.mat
1596,QCD,conf6_0-4x4-20,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf6_0-4x4-20.mat
1597,QCD,conf6_0-4x4-30,3072,3072,119808,0.0126953125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf6_0-4x4-30.mat
1598,QCD,conf5_4-8x8-05,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_4-8x8-05.mat
1599,QCD,conf5_4-8x8-10,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_4-8x8-10.mat
1600,QCD,conf5_4-8x8-15,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_4-8x8-15.mat
1601,QCD,conf5_4-8x8-20,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf5_4-8x8-20.mat
1602,QCD,conf6_0-8x8-20,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf6_0-8x8-20.mat
1603,QCD,conf6_0-8x8-30,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf6_0-8x8-30.mat
1604,QCD,conf6_0-8x8-80,49152,49152,1916928,0.00079345703125,complex,False,False,0.9230769230769231,0.4615384615384616,theoretical/quantum chemistry problem,conf6_0-8x8-80.mat
1626,Bai,qh1484,1484,1484,6110,0.0027744276777994926,real,False,False,1.0,0.05377207062600321,power network problem,qh1484.mat
1627,Bai,qh768,768,768,2934,0.004974365234375,real,False,False,0.934730056406124,0.0,power network problem,qh768.mat
1645,Mittelmann,nug08-3rd,19728,29856,148416,0.0002519799824233368,real,False,False,0.0,0.0,linear programming problem,nug08-3rd.mat
1646,Mittelmann,pds-30,49944,158489,340635,4.303351512996463e-05,real,False,False,0.0,0.0,linear programming problem,pds-30.mat
1647,Mittelmann,pds-40,66844,217531,466800,3.21031213570273e-05,real,False,False,0.0,0.0,linear programming problem,pds-40.mat
1648,Mittelmann,pds-50,83060,275814,590833,2.579030692751234e-05,real,False,False,0.0,0.0,linear programming problem,pds-50.mat
1649,Mittelmann,pds-60,99431,336421,719557,2.1510985018615043e-05,real,False,False,0.0,0.0,linear programming problem,pds-60.mat
1650,Mittelmann,pds-70,114944,390005,833465,1.8592204424367927e-05,real,False,False,0.0,0.0,linear programming problem,pds-70.mat
1651,Mittelmann,pds-80,129181,434580,927826,1.6527157302805448e-05,real,False,False,0.0,0.0,linear programming problem,pds-80.mat
1654,Mittelmann,rail507,507,63516,409856,0.012727414782378522,real,False,False,0.0,0.0,linear programming problem,rail507.mat
1655,Mittelmann,rail516,516,47827,315412,0.01278072147304813,real,False,False,0.0,0.0,linear programming problem,rail516.mat
1656,Mittelmann,rail582,582,56097,402290,0.012321869819624538,real,False,False,0.0,0.0,linear programming problem,rail582.mat
1657,Mittelmann,rail2586,2586,923269,8011362,0.0033554408064802744,real,False,False,0.0,0.0,linear programming problem,rail2586.mat
1665,Mittelmann,fome11,12142,24460,71264,0.0002399515248356428,real,False,False,0.0,0.0,linear programming problem,fome11.mat
1666,Mittelmann,fome12,24284,48920,142528,0.0001199757624178214,real,False,False,0.0,0.0,linear programming problem,fome12.mat
1667,Mittelmann,fome13,48568,97840,285056,5.99878812089107e-05,real,False,False,0.0,0.0,linear programming problem,fome13.mat
1668,Mittelmann,fome20,33874,108175,232647,6.348981616629847e-05,real,False,False,0.0,0.0,linear programming problem,fome20.mat
1669,Mittelmann,fome21,67748,216350,465294,3.174490808314924e-05,real,False,False,0.0,0.0,linear programming problem,fome21.mat
1675,Meszaros,gams10am,114,171,407,0.020878218939160767,real,False,False,0.0,0.0,linear programming problem,gams10am.mat
1676,Meszaros,gams30am,354,531,1287,0.006846691563726899,real,False,False,0.0,0.0,linear programming problem,gams30am.mat
1677,Meszaros,gams60am,714,1071,2607,0.003409206819982895,real,False,False,0.0,0.0,linear programming problem,gams60am.mat
1678,Meszaros,gas11,459,862,2166,0.005474424882095143,real,False,False,0.0,0.0,linear programming problem,gas11.mat
1679,Meszaros,aa01,823,8904,72965,0.009957025062254436,binary,False,False,0.0,0.0,linear programming problem,aa01.mat
1680,Meszaros,aa03,825,8627,70806,0.009948470446905593,binary,False,False,0.0,0.0,linear programming problem,aa03.mat
1681,Meszaros,aa3,825,8627,70806,0.009948470446905593,binary,False,False,0.0,0.0,linear programming problem,aa3.mat
1682,Meszaros,aa4,426,7195,52121,0.017004831863546347,binary,False,False,0.0,0.0,linear programming problem,aa4.mat
1683,Meszaros,aa5,801,8308,65953,0.0099107278636418,binary,False,False,0.0,0.0,linear programming problem,aa5.mat
1684,Meszaros,aa6,646,7292,51728,0.010981116758855287,binary,False,False,0.0,0.0,linear programming problem,aa6.mat
1685,Meszaros,air02,50,6774,61555,0.1817390020667257,binary,False,False,0.0,0.0,linear programming problem,air02.mat
1686,Meszaros,air03,124,10757,91028,0.06824363430264464,binary,False,False,0.0,0.0,linear programming problem,air03.mat
1687,Meszaros,air04,823,8904,72965,0.009957025062254436,binary,False,False,0.0,0.0,linear programming problem,air04.mat
1688,Meszaros,air05,426,7195,52121,0.017004831863546347,binary,False,False,0.0,0.0,linear programming problem,air05.mat
1689,Meszaros,air06,825,8627,70806,0.009948470446905593,binary,False,False,0.0,0.0,linear programming problem,air06.mat
1690,Meszaros,aircraft,3754,7517,20267,0.0007182086790453095,real,False,False,0.0,0.0,linear programming problem,aircraft.mat
1691,Meszaros,bas1lp,5411,9825,587775,0.01105607604526262,real,False,False,0.0,0.0,linear programming problem,bas1lp.mat
1692,Meszaros,baxter,27441,30733,111576,0.00013230184423868957,real,False,False,0.0,0.0,linear programming problem,baxter.mat
1693,Meszaros,car4,16384,33052,63724,0.00011767530851007503,real,False,False,0.0,0.0,linear programming problem,car4.mat
1694,Meszaros,cari,400,1200,152800,0.31833333333333336,real,False,False,0.0,0.0,linear programming problem,cari.mat
1695,Meszaros,ch,3700,8291,24102,0.0007856777293515926,real,False,False,0.0,0.0,linear programming problem,ch.mat
1696,Meszaros,co5,5774,12325,57993,0.0008149141672363558,real,False,False,0.0,0.0,linear programming problem,co5.mat
1697,Meszaros,co9,10789,22924,109651,0.00044334417204595455,real,False,False,0.0,0.0,linear programming problem,co9.mat
1698,Meszaros,complex,1023,1408,46463,0.032257370256820406,real,False,False,0.0,0.0,linear programming problem,complex.mat
1699,Meszaros,cq5,5048,11748,51571,0.0008696054816222554,real,False,False,0.0,0.0,linear programming problem,cq5.mat
1700,Meszaros,cq9,9278,21534,96653,0.00048376702439189244,real,False,False,0.0,0.0,linear programming problem,cq9.mat
1701,Meszaros,cr42,905,1513,6614,0.004830328679985248,real,False,False,0.0,0.0,linear programming problem,cr42.mat
1702,Meszaros,crew1,135,6469,46950,0.05376067054842754,binary,False,False,0.0,0.0,linear programming problem,crew1.mat
1703,Meszaros,dano3mip,3202,15851,81633,0.0016083766647800837,real,False,False,0.0,0.0,linear programming problem,dano3mip.mat
1704,Meszaros,dbic1,43200,226317,1081843,0.00011065303108929969,real,False,False,0.0,0.0,linear programming problem,dbic1.mat
1705,Meszaros,dbir1,18804,45775,1077025,0.0012512589266306447,real,False,False,0.0,0.0,linear programming problem,dbir1.mat
1706,Meszaros,dbir2,18906,45877,1158159,0.0013352836220333248,real,False,False,0.0,0.0,linear programming problem,dbir2.mat
1707,Meszaros,df2177,630,10358,22336,0.003422858491404543,binary,False,False,0.0,0.0,linear programming problem,df2177.mat
1708,Meszaros,e18,24617,38602,156466,0.00016465504731807387,real,False,False,0.0,0.0,linear programming problem,e18.mat
1709,Meszaros,ex3sta1,17443,17516,68779,0.00022511256675692727,real,False,False,0.0,0.0,linear programming problem,ex3sta1.mat
1710,Meszaros,farm,7,17,41,0.3445378151260504,real,False,False,0.0,0.0,linear programming problem,farm.mat
1711,Meszaros,gams10a,114,171,407,0.020878218939160767,real,False,False,0.0,0.0,linear programming problem,gams10a.mat
1712,Meszaros,gams30a,354,531,1287,0.006846691563726899,real,False,False,0.0,0.0,linear programming problem,gams30a.mat
1713,Meszaros,ge,10099,16369,44825,0.0002711563487749005,real,False,False,0.0,0.0,linear programming problem,ge.mat
1714,Meszaros,iiasa,669,3639,7317,0.0030055563976206937,real,False,False,0.0,0.0,linear programming problem,iiasa.mat
1715,Meszaros,jendrec1,2109,4228,89608,0.010049286452214302,real,False,False,0.0,0.0,linear programming problem,jendrec1.mat
1716,Meszaros,kl02,71,36699,212536,0.08156802061997315,binary,False,False,0.0,0.0,linear programming problem,kl02.mat
1717,Meszaros,l9,244,1483,4659,0.012875429733703283,real,False,False,0.0,0.0,linear programming problem,l9.mat
1718,Meszaros,lp22,2958,16392,68518,0.0014131054215664827,real,False,False,0.0,0.0,linear programming problem,lp22.mat
1719,Meszaros,lpl2,3294,10881,32232,0.0008992798228358485,real,False,False,0.0,0.0,linear programming problem,lpl2.mat
1720,Meszaros,lpl3,10828,33686,100525,0.00027559820863275414,real,False,False,0.0,0.0,linear programming problem,lpl3.mat
1721,Meszaros,mod2,34774,66409,199810,8.652380889649278e-05,real,False,False,0.0,0.0,linear programming problem,mod2.mat
1722,Meszaros,model1,362,798,3028,0.010482006120273057,real,False,False,0.0,0.0,linear programming problem,model1.mat
1723,Meszaros,model2,379,1321,7607,0.015193974341817485,real,False,False,0.0,0.0,linear programming problem,model2.mat
1724,Meszaros,model3,1609,4578,23974,0.003254682798076894,real,False,False,0.0,0.0,linear programming problem,model3.mat
1725,Meszaros,model4,1337,4962,45753,0.0068965423682213695,real,False,False,0.0,0.0,linear programming problem,model4.mat
1726,Meszaros,model5,1888,11802,89925,0.004035736904690098,real,False,False,0.0,0.0,linear programming problem,model5.mat
1727,Meszaros,model6,2096,5289,27628,0.002492209814695342,real,False,False,0.0,0.0,linear programming problem,model6.mat
1728,Meszaros,model7,3358,9582,51027,0.0015858539108654815,real,False,False,0.0,0.0,linear programming problem,model7.mat
1729,Meszaros,model8,2896,6464,25277,0.0013502855594606422,real,False,False,0.0,0.0,linear programming problem,model8.mat
1730,Meszaros,model9,2879,10939,55956,0.00177675429640279,real,False,False,0.0,0.0,linear programming problem,model9.mat
1731,Meszaros,model10,4400,16819,150372,0.0020319552021793533,real,False,False,0.0,0.0,linear programming problem,model10.mat
1732,Meszaros,nemsafm,334,2348,2826,0.0036035254873557827,real,False,False,0.0,0.0,linear programming problem,nemsafm.mat
1733,Meszaros,nemscem,651,1712,3840,0.0034454541539256645,real,False,False,0.0,0.0,linear programming problem,nemscem.mat
1734,Meszaros,nemsemm1,3945,75352,1053986,0.003545627040024135,real,False,False,0.0,0.0,linear programming problem,nemsemm1.mat
1735,Meszaros,nemsemm2,6943,48878,182012,0.0005363390637423295,real,False,False,0.0,0.0,linear programming problem,nemsemm2.mat
1736,Meszaros,nemspmm1,2372,8903,55867,0.0026454788436510498,real,False,False,0.0,0.0,linear programming problem,nemspmm1.mat
1737,Meszaros,nemspmm2,2301,8734,68225,0.0033947964400937976,real,False,False,0.0,0.0,linear programming problem,nemspmm2.mat
1738,Meszaros,nemswrld,7138,28550,192283,0.0009435354745254795,real,False,False,0.0,0.0,linear programming problem,nemswrld.mat
1739,Meszaros,nl,7039,15325,47035,0.00043602330247210423,real,False,False,0.0,0.0,linear programming problem,nl.mat
1740,Meszaros,nw14,73,123409,904910,0.10044670483725071,binary,False,False,0.0,0.0,linear programming problem,nw14.mat
1741,Meszaros,p0033,15,48,113,0.15694444444444444,real,False,False,0.0,0.0,linear programming problem,p0033.mat
1742,Meszaros,p0040,23,63,133,0.09178743961352658,real,False,False,0.0,0.0,linear programming problem,p0040.mat
1743,Meszaros,p010,10090,19090,118000,0.0006126111720549626,real,False,False,0.0,0.0,linear programming problem,p010.mat
1744,Meszaros,p0201,133,334,2056,0.04628337310341722,real,False,False,0.0,0.0,linear programming problem,p0201.mat
1745,Meszaros,p0282,241,523,2207,0.017509897415961217,real,False,False,0.0,0.0,linear programming problem,p0282.mat
1746,Meszaros,p0291,252,543,2283,0.01668420591072525,real,False,False,0.0,0.0,linear programming problem,p0291.mat
1747,Meszaros,p0548,176,724,1887,0.014808827222501255,real,False,False,0.0,0.0,linear programming problem,p0548.mat
1748,Meszaros,p05,5090,9590,59045,0.0012096138126855291,real,False,False,0.0,0.0,linear programming problem,p05.mat
1749,Meszaros,p2756,755,3511,9692,0.003656247819058739,real,False,False,0.0,0.0,linear programming problem,p2756.mat
1750,Meszaros,p6000,2095,7967,19826,0.0011878353818091513,real,False,False,0.0,0.0,linear programming problem,p6000.mat
1751,Meszaros,pcb1000,1565,2820,20463,0.004636666440078853,real,False,False,0.0,0.0,linear programming problem,pcb1000.mat
1752,Meszaros,pcb3000,3960,7732,57479,0.0018772502573588968,real,False,False,0.0,0.0,linear programming problem,pcb3000.mat
1753,Meszaros,pf2177,9728,10178,30984,0.0003129330806383221,binary,False,False,0.0,0.0,linear programming problem,pf2177.mat
1754,Meszaros,primagaz,1554,10836,21665,0.0012865855889111703,real,False,False,0.0,0.0,linear programming problem,primagaz.mat
1755,Meszaros,problem,12,46,86,0.15579710144927536,real,False,False,0.0,0.0,linear programming problem,problem.mat
1756,Meszaros,progas,1650,1900,8897,0.002837958532695375,real,False,False,0.0,0.0,linear programming problem,progas.mat
1757,Meszaros,qiulp,1192,1900,4492,0.0019833980925468035,real,False,False,0.0,0.0,linear programming problem,qiulp.mat
1758,Meszaros,r05,5190,9690,104145,0.0020708435488585456,real,False,False,0.0,0.0,linear programming problem,r05.mat
1759,Meszaros,refine,29,62,153,0.08509454949944383,real,False,False,0.0,0.0,linear programming problem,refine.mat
1760,Meszaros,rlfddd,4050,61521,264627,0.0010620763641683328,real,False,False,0.0,0.0,linear programming problem,rlfddd.mat
